Id,Application Date,City,Income,Stage
1,30-Sep-18,North West Delhi,307296,Stage 1
2,30-Sep-18,North West Delhi,323976,Stage 0
3,30-Sep-18,Mumbai,235632,Stage 1
4,30-Sep-18,Jaipur,250668,Stage 0
5,30-Sep-18,Lakhimpur,533616,Stage 0
6,30-Sep-18,Pune,227940,Stage 1
7,30-Sep-18,Bengaluru,401592,Stage 0
8,30-Sep-18,Mumbai,39528,Stage 1
9,30-Sep-18,Bengaluru,174720,Stage 1
10,30-Sep-18,Pune,290208,Stage 1
11,30-Sep-18,Gandhi Nagar,238464,Stage 0
12,30-Sep-18,Bengaluru,247188,Stage 0
13,30-Sep-18,Nagpur,234732,Stage 1
14,30-Sep-18,Pune,298692,Stage 1
15,30-Sep-18,Chennai,213516,Stage 0
16,30-Sep-18,Hyderabad,534372,Stage 0
17,30-Sep-18,Mysuru,728400,Stage 1
18,30-Sep-18,Ahmedabad,300912,Stage 0
19,30-Sep-18,Mumbai,208464,Stage 1
20,30-Sep-18,Bengaluru,416796,Stage 0
21,30-Sep-18,Other,374004,Stage 1
22,30-Sep-18,Bengaluru,192324,Stage 0
23,30-Sep-18,Korba,229776,Stage 1
24,30-Sep-18,Bengaluru,274680,Stage 0
25,30-Sep-18,Pune,195168,Stage 0
26,30-Sep-18,Bengaluru,707856,Stage 0
27,30-Sep-18,Hyderabad,169368,Stage 0
28,30-Sep-18,Betul,206784,Stage 0
29,30-Sep-18,Bengaluru,304020,Stage 1
30,30-Sep-18,Bengaluru,221592,Stage 1
31,30-Sep-18,Bengaluru,196716,Stage 1
32,30-Sep-18,Korba,227412,Stage 0
33,30-Sep-18,Surat,301200,Stage 1
34,30-Sep-18,Surat,305244,Stage 0
35,30-Sep-18,Mumbai,245784,Stage 1
36,30-Sep-18,Jabalpur,257112,Stage 0
37,30-Sep-18,Pune,261216,Stage 1
38,30-Sep-18,Bengaluru,262416,Stage 0
39,30-Sep-18,K.V.Rangareddy,186840,Stage 1
40,30-Sep-18,Bengaluru,201264,Stage 1
41,30-Sep-18,Bengaluru,222072,Stage 1
42,30-Sep-18,Vijayapura,236064,Stage 1
43,30-Sep-18,Gopalganj,324300,Stage 1
44,30-Sep-18,Bengaluru,1246260,Stage 1
45,30-Sep-18,Gondia,399360,Stage 1
46,30-Sep-18,Chennai,251592,Stage 1
47,30-Sep-18,Bengaluru,216672,Stage 2
48,30-Sep-18,Mumbai,340368,Stage 1
49,30-Sep-18,Bengaluru,220344,Stage 0
50,30-Sep-18,Haveri,278004,Stage 1
51,30-Sep-18,Chennai,328992,Stage 1
52,30-Sep-18,Bengaluru,231012,Stage 1
53,30-Sep-18,Bengaluru,351408,Stage 1
54,30-Sep-18,Bengaluru,631416,Stage 1
55,30-Sep-18,Chennai,246324,Stage 0
56,30-Sep-18,Meerut,384492,Stage 1
57,30-Sep-18,Ananthapur,423780,Stage 0
58,30-Sep-18,Bengaluru,515724,Stage 1
59,30-Sep-18,Pune,360336,Stage 0
60,30-Sep-18,South West Delhi,328752,Stage 1
61,30-Sep-18,K.V.Rangareddy,176232,Stage 0
62,30-Sep-18,Chennai,875136,Stage 1
63,30-Sep-18,Bengaluru,112812,Stage 0
64,30-Sep-18,Bengaluru,196428,Stage 2
65,30-Sep-18,Mumbai,216468,Stage 4
66,30-Sep-18,South Delhi,300396,Stage 1
67,30-Sep-18,Pune,287424,Stage 2
68,30-Sep-18,Dharwad,176340,Stage 0
69,30-Sep-18,Bengaluru,753288,Stage 0
70,30-Sep-18,Jodhpur,299820,Stage 1
71,30-Sep-18,Rajsamand,173352,Stage 0
72,30-Sep-18,Pune,234936,Stage 4
73,30-Sep-18,Bengaluru,440580,Stage 1
74,30-Sep-18,Chennai,362376,Stage 0
75,30-Sep-18,Pune,162540,Stage 1
76,30-Sep-18,Bengaluru,547536,Stage 1
77,30-Sep-18,East Godavari,410472,Stage 0
78,30-Sep-18,Bengaluru,298332,Stage 4
79,30-Sep-18,Pune,424164,Stage 0
80,30-Sep-18,Tonk,260712,Stage 0
81,30-Sep-18,Mumbai,622080,Stage 4
82,30-Sep-18,Mumbai,578976,Stage 1
83,30-Sep-18,Mumbai,306216,Stage 1
84,30-Sep-18,Pune,254076,Stage 1
85,30-Sep-18,Bengaluru,226668,Stage 1
86,30-Sep-18,Pune,382848,Stage 0
87,30-Sep-18,Bengaluru,222612,Stage 0
88,30-Sep-18,Mumbai,119748,Stage 1
89,30-Sep-18,Bengaluru,391848,Stage 1
90,30-Sep-18,Surat,349716,Stage 0
91,30-Sep-18,Panch Mahals,207324,Stage 0
92,30-Sep-18,Bengaluru,400188,Stage 1
93,30-Sep-18,Mumbai,173856,Stage 1
94,30-Sep-18,Pune,217740,Stage 1
95,30-Sep-18,Bengaluru,190620,Stage 4
96,30-Sep-18,Bengaluru,327540,Stage 3
97,30-Sep-18,Chennai,181632,Stage 0
98,30-Sep-18,Shajapur,124092,Stage 0
99,30-Sep-18,Bidar,43560,Stage 0
100,30-Sep-18,South Delhi,291612,Stage 0
101,30-Sep-18,Bengaluru,331332,Stage 2
102,30-Sep-18,Mumbai,213960,Stage 0
103,30-Sep-18,Bengaluru,423144,Stage 4
104,30-Sep-18,Mumbai,303432,Stage 0
105,30-Sep-18,Bengaluru,234996,Stage 4
106,30-Sep-18,Bengaluru,269004,Stage 3
107,30-Sep-18,Nandurbar,116568,Stage 0
108,30-Sep-18,Bengaluru,457560,Stage 3
109,30-Sep-18,Bengaluru,230496,Stage 0
110,30-Sep-18,Hyderabad,239256,Stage 1
111,30-Sep-18,Koppal,227580,Stage 0
112,30-Sep-18,Bengaluru,205596,Stage 0
113,30-Sep-18,Pune,287424,Stage 1
114,30-Sep-18,Bengaluru,468012,Stage 3
115,30-Sep-18,Chennai,145680,Stage 0
116,30-Sep-18,Kanpur Nagar,317076,Stage 0
117,30-Sep-18,Bengaluru,139836,Stage 0
118,30-Sep-18,Mumbai,360420,Stage 0
119,30-Sep-18,Bengaluru,167448,Stage 0
120,30-Sep-18,Mysuru,636624,Stage 1
121,30-Sep-18,Bengaluru,231096,Stage 1
122,30-Sep-18,Chennai,368748,Stage 0
123,30-Sep-18,Mumbai,688440,Stage 2
124,30-Sep-18,Bengaluru,204924,Stage 1
125,30-Sep-18,Bengaluru,364032,Stage 1
126,30-Sep-18,Bengaluru,905580,Stage 0
127,30-Sep-18,Pune,194388,Stage 1
128,30-Sep-18,Shahdol,380016,Stage 1
129,30-Sep-18,Shahdol,418200,Stage 0
130,30-Sep-18,Hyderabad,592296,Stage 1
131,30-Sep-18,Bengaluru,249564,Stage 1
132,30-Sep-18,South Delhi,178320,Stage 0
133,30-Sep-18,Mumbai,397932,Stage 2
134,30-Sep-18,Bengaluru,232644,Stage 4
135,30-Sep-18,Mumbai,741144,Stage 1
136,30-Sep-18,Other,251988,Stage 3
137,30-Sep-18,Hassan,237888,Stage 0
138,30-Sep-18,Jajapur,232632,Stage 0
139,30-Sep-18,Mumbai,188784,Stage 0
140,30-Sep-18,Bengaluru,198888,Stage 3
141,30-Sep-18,Jajapur,240864,Stage 0
142,30-Sep-18,Bengaluru,319548,Stage 2
143,30-Sep-18,Kishanganj,166752,Stage 0
144,30-Sep-18,Bengaluru,4886304,Stage 0
145,30-Sep-18,Bengaluru,278916,Stage 0
146,30-Sep-18,Pune,333924,Stage 0
147,30-Sep-18,Pune,254676,Stage 0
148,30-Sep-18,Bengaluru,297948,Stage 1
149,30-Sep-18,Pune,190704,Stage 1
150,30-Sep-18,Pune,195612,Stage 1
151,30-Sep-18,Bengaluru,285408,Stage 1
152,30-Sep-18,Chennai,129648,Stage 0
153,30-Sep-18,Hanumangarh,571464,Stage 1
154,30-Sep-18,Bengaluru,390900,Stage 0
155,30-Sep-18,Bengaluru,167388,Stage 0
156,30-Sep-18,Bengaluru,305280,Stage 3
157,30-Sep-18,Chennai,193968,Stage 1
158,29-Sep-18,Bengaluru,208116,Stage 1
159,29-Sep-18,Pune,361404,Stage 1
160,29-Sep-18,Chennai,321876,Stage 2
161,29-Sep-18,Mumbai,657396,Stage 3
162,29-Sep-18,Ahmedabad,197592,Stage 0
163,29-Sep-18,Ahmedabad,321084,Stage 0
164,29-Sep-18,Bengaluru,245820,Stage 0
165,29-Sep-18,Gonda,280632,Stage 0
166,29-Sep-18,Mumbai,146448,Stage 0
167,29-Sep-18,Mumbai,857124,Stage 4
168,29-Sep-18,K.V.Rangareddy,250152,Stage 0
169,29-Sep-18,Hoshangabad,273672,Stage 0
170,29-Sep-18,Bengaluru,510948,Stage 0
171,29-Sep-18,Dakshina Kannada,291876,Stage 1
172,29-Sep-18,Mumbai,459576,Stage 0
173,29-Sep-18,Indore,194448,Stage 0
174,29-Sep-18,Mumbai,250932,Stage 0
175,29-Sep-18,Mumbai,197904,Stage 0
176,29-Sep-18,Bengaluru,233100,Stage 1
177,29-Sep-18,Bengaluru,164436,Stage 1
178,29-Sep-18,Thane,412608,Stage 1
179,29-Sep-18,Satna,276648,Stage 1
180,29-Sep-18,Chennai,311892,Stage 4
181,29-Sep-18,Pune,193248,Stage 1
182,29-Sep-18,Jajapur,177012,Stage 0
183,29-Sep-18,Gurgaon,446088,Stage 1
184,29-Sep-18,Jajapur,170136,Stage 0
185,29-Sep-18,Amritsar,1276080,Stage 0
186,29-Sep-18,Chennai,84840,Stage 4
187,29-Sep-18,Surat,652164,Stage 1
188,29-Sep-18,Bengaluru,287124,Stage 0
189,29-Sep-18,Indore,242772,Stage 1
190,29-Sep-18,Pune,1575372,Stage 0
191,29-Sep-18,Bengaluru,250284,Stage 0
192,29-Sep-18,Chennai,703848,Stage 1
193,29-Sep-18,Indore,216852,Stage 0
194,29-Sep-18,Chennai,385440,Stage 1
195,29-Sep-18,Mumbai,910584,Stage 1
196,29-Sep-18,Bengaluru,486588,Stage 1
197,29-Sep-18,Mumbai,394980,Stage 0
198,29-Sep-18,Bengaluru,323628,Stage 0
199,29-Sep-18,Mumbai,305172,Stage 1
200,29-Sep-18,Ernakulam,516660,Stage 0
201,29-Sep-18,Banaskantha,242832,Stage 0
202,29-Sep-18,Visakhapatnam,677208,Stage 1
203,29-Sep-18,Mumbai,179916,Stage 0
204,29-Sep-18,Mumbai,1271820,Stage 0
205,29-Sep-18,Pune,936324,Stage 1
206,29-Sep-18,Mumbai,140580,Stage 1
207,29-Sep-18,Mumbai,492324,Stage 0
208,29-Sep-18,Faridabad,371376,Stage 0
209,29-Sep-18,Ghaziabad,229272,Stage 0
210,29-Sep-18,Mumbai,262224,Stage 1
211,29-Sep-18,Mumbai,431328,Stage 4
212,29-Sep-18,Mumbai,175488,Stage 0
213,29-Sep-18,Mumbai,226608,Stage 1
214,29-Sep-18,Chennai,1148352,Stage 4
215,29-Sep-18,Mahesana,224928,Stage 1
216,29-Sep-18,West Delhi,509532,Stage 0
217,29-Sep-18,Patiala,179028,Stage 1
218,29-Sep-18,Krishna,110016,Stage 0
219,29-Sep-18,Krishna,123624,Stage 0
220,29-Sep-18,Thane,400788,Stage 0
221,29-Sep-18,Mohali,188112,Stage 1
222,29-Sep-18,Bengaluru,232692,Stage 0
223,29-Sep-18,Pune,215700,Stage 1
224,29-Sep-18,Nagpur,273972,Stage 1
225,29-Sep-18,Chennai,371376,Stage 0
226,29-Sep-18,Ahmedabad,391560,Stage 0
227,29-Sep-18,Bengaluru,170304,Stage 1
228,29-Sep-18,Bengaluru,230112,Stage 2
229,29-Sep-18,East Delhi,333300,Stage 1
230,29-Sep-18,Ahmedabad,293448,Stage 0
231,29-Sep-18,Pune,185424,Stage 0
232,29-Sep-18,Baleswar,185028,Stage 0
233,29-Sep-18,Mumbai,311112,Stage 4
234,29-Sep-18,Bengaluru,279612,Stage 3
235,29-Sep-18,Bengaluru,274416,Stage 3
236,29-Sep-18,Chennai,285456,Stage 0
237,29-Sep-18,Mumbai,197004,Stage 0
238,29-Sep-18,Bengaluru,383628,Stage 0
239,29-Sep-18,Visakhapatnam,12852,Stage 1
240,29-Sep-18,Bengaluru,206580,Stage 0
241,29-Sep-18,Chennai,424956,Stage 1
242,29-Sep-18,Prakasam,270372,Stage 0
243,29-Sep-18,Seraikela-kharsawan,241416,Stage 0
244,29-Sep-18,Bengaluru,487596,Stage 1
245,29-Sep-18,Mumbai,258000,Stage 1
246,29-Sep-18,Mumbai,200880,Stage 1
247,29-Sep-18,Pune,215088,Stage 0
248,29-Sep-18,Bengaluru,23076,Stage 1
249,29-Sep-18,Pune,203856,Stage 0
250,29-Sep-18,Bengaluru,271068,Stage 1
251,29-Sep-18,Bengaluru,239784,Stage 0
252,29-Sep-18,Pune,320016,Stage 0
253,29-Sep-18,Chennai,478608,Stage 0
254,29-Sep-18,Pune,312684,Stage 0
255,29-Sep-18,Bengaluru,247524,Stage 0
256,29-Sep-18,Mumbai,458220,Stage 0
257,29-Sep-18,Bengaluru,191760,Stage 4
258,29-Sep-18,Valsad,130080,Stage 0
259,29-Sep-18,Visakhapatnam,357660,Stage 1
260,29-Sep-18,Visakhapatnam,344148,Stage 0
261,29-Sep-18,Faridabad,278796,Stage 0
262,29-Sep-18,Pune,271092,Stage 2
263,29-Sep-18,Bengaluru,249180,Stage 1
264,29-Sep-18,Bengaluru,565860,Stage 0
265,29-Sep-18,Chennai,297912,Stage 0
266,29-Sep-18,Pune,436104,Stage 2
267,29-Sep-18,Bengaluru,528696,Stage 0
268,29-Sep-18,Bengaluru,196272,Stage 1
269,29-Sep-18,South West Delhi,471684,Stage 0
270,29-Sep-18,Bengaluru,150732,Stage 0
271,29-Sep-18,Bengaluru,143424,Stage 0
272,29-Sep-18,Pune,252252,Stage 0
273,29-Sep-18,Pune,420816,Stage 1
274,29-Sep-18,Bengaluru,1266876,Stage 3
275,29-Sep-18,Thanjavur,265752,Stage 0
276,29-Sep-18,Thane,238308,Stage 1
277,29-Sep-18,Bengaluru,569268,Stage 1
278,29-Sep-18,Guntur,256392,Stage 1
279,29-Sep-18,South Delhi,180588,Stage 0
280,29-Sep-18,Bengaluru,159900,Stage 1
281,29-Sep-18,Vadodara,182412,Stage 0
282,29-Sep-18,Bengaluru,406152,Stage 0
283,29-Sep-18,Bengaluru,282504,Stage 2
284,29-Sep-18,Hyderabad,1295436,Stage 1
285,29-Sep-18,Bengaluru,193380,Stage 0
286,29-Sep-18,Bengaluru,256452,Stage 1
287,29-Sep-18,Bengaluru,110676,Stage 1
288,29-Sep-18,Bengaluru,235488,Stage 0
289,29-Sep-18,Hyderabad,1256856,Stage 0
290,29-Sep-18,Mumbai,162300,Stage 0
291,29-Sep-18,Chennai,259764,Stage 0
292,29-Sep-18,Jaipur,313752,Stage 0
293,29-Sep-18,Bengaluru,223308,Stage 0
294,29-Sep-18,Bengaluru,393864,Stage 1
295,29-Sep-18,Bengaluru,241128,Stage 4
296,29-Sep-18,Chennai,183840,Stage 0
297,29-Sep-18,Bengaluru,801504,Stage 1
298,29-Sep-18,Valsad,251808,Stage 0
299,29-Sep-18,Mumbai,208512,Stage 0
300,29-Sep-18,Chennai,256032,Stage 0
301,29-Sep-18,Bengaluru,461508,Stage 0
302,29-Sep-18,West Godavari,216168,Stage 0
303,29-Sep-18,Bengaluru,166260,Stage 1
304,29-Sep-18,Bengaluru,185040,Stage 0
305,29-Sep-18,Patna,164592,Stage 0
306,29-Sep-18,West Godavari,256956,Stage 0
307,29-Sep-18,Bengaluru,437508,Stage 1
308,29-Sep-18,Navsari,166668,Stage 0
309,29-Sep-18,Mumbai,280176,Stage 0
310,29-Sep-18,Ernakulam,579912,Stage 1
311,29-Sep-18,Mumbai,308160,Stage 4
312,29-Sep-18,Bengaluru,171852,Stage 0
313,29-Sep-18,Mumbai,1587144,Stage 1
314,29-Sep-18,Gautam Buddha Nagar,258672,Stage 0
315,29-Sep-18,Mumbai,321108,Stage 3
316,29-Sep-18,Bhopal,836184,Stage 1
317,29-Sep-18,Central Delhi,182616,Stage 1
318,29-Sep-18,Pune,362124,Stage 3
319,29-Sep-18,Hyderabad,292836,Stage 0
320,29-Sep-18,Bengaluru,333504,Stage 1
321,29-Sep-18,Mysuru,395772,Stage 0
322,29-Sep-18,Hyderabad,326184,Stage 0
323,29-Sep-18,Pune,450348,Stage 4
324,29-Sep-18,Hyderabad,373308,Stage 1
325,29-Sep-18,Bengaluru,188700,Stage 2
326,29-Sep-18,Chennai,256716,Stage 1
327,29-Sep-18,Coimbatore,192528,Stage 0
328,29-Sep-18,Chennai,184344,Stage 0
329,29-Sep-18,Chennai,235764,Stage 4
330,29-Sep-18,Hisar,267564,Stage 0
331,29-Sep-18,Bengaluru,398604,Stage 0
332,29-Sep-18,Tiruchirappalli,193044,Stage 1
333,29-Sep-18,Mumbai,282336,Stage 0
334,29-Sep-18,Bengaluru,251184,Stage 0
335,29-Sep-18,Mumbai,348084,Stage 0
336,29-Sep-18,Aurangabad,452328,Stage 1
337,29-Sep-18,Pune,224160,Stage 0
338,29-Sep-18,Chennai,242628,Stage 0
339,29-Sep-18,Mumbai,485616,Stage 1
340,29-Sep-18,Chennai,1659192,Stage 0
341,29-Sep-18,Chennai,247320,Stage 0
342,29-Sep-18,Bengaluru,995844,Stage 0
343,29-Sep-18,Chennai,642108,Stage 2
344,29-Sep-18,Chennai,169908,Stage 0
345,29-Sep-18,Bengaluru,260880,Stage 2
346,29-Sep-18,Bengaluru,347244,Stage 0
347,29-Sep-18,Bengaluru,343812,Stage 0
348,29-Sep-18,Bengaluru,147516,Stage 0
349,29-Sep-18,Bengaluru,141960,Stage 0
350,29-Sep-18,Bengaluru,806160,Stage 1
351,29-Sep-18,Bengaluru,149556,Stage 0
352,29-Sep-18,Chennai,204492,Stage 2
353,29-Sep-18,Mumbai,320328,Stage 1
354,29-Sep-18,Visakhapatnam,176124,Stage 1
355,29-Sep-18,Chennai,99204,Stage 1
356,29-Sep-18,East Delhi,236448,Stage 0
357,29-Sep-18,Panipat,179496,Stage 1
358,29-Sep-18,Pune,146520,Stage 0
359,28-Sep-18,Mumbai,205236,Stage 0
360,28-Sep-18,Bengaluru,493908,Stage 0
361,28-Sep-18,Bengaluru,443220,Stage 0
362,28-Sep-18,Chennai,307896,Stage 2
363,28-Sep-18,Pune,164976,Stage 0
364,28-Sep-18,Varanasi,328344,Stage 0
365,28-Sep-18,Mumbai,192468,Stage 1
366,28-Sep-18,Chennai,329148,Stage 0
367,28-Sep-18,Pune,349584,Stage 0
368,28-Sep-18,Coimbatore,536772,Stage 0
369,28-Sep-18,Bengaluru,176700,Stage 1
370,28-Sep-18,Bengaluru,193560,Stage 1
371,28-Sep-18,Bengaluru,185508,Stage 1
372,28-Sep-18,Bengaluru,311868,Stage 2
373,28-Sep-18,Bengaluru,210924,Stage 0
374,28-Sep-18,Surat,390228,Stage 0
375,28-Sep-18,Bengaluru,228228,Stage 0
376,28-Sep-18,Bengaluru,188340,Stage 0
377,28-Sep-18,Bengaluru,258576,Stage 0
378,28-Sep-18,Davangere,233844,Stage 0
379,28-Sep-18,Pune,180564,Stage 1
380,28-Sep-18,Mumbai,392292,Stage 1
381,28-Sep-18,Mumbai,314040,Stage 0
382,28-Sep-18,Mumbai,194724,Stage 1
383,28-Sep-18,Sikar,207768,Stage 0
384,28-Sep-18,Kodagu,233232,Stage 0
385,28-Sep-18,Chennai,185172,Stage 0
386,28-Sep-18,Chennai,274848,Stage 1
387,28-Sep-18,Chennai,221364,Stage 0
388,28-Sep-18,Chennai,206556,Stage 0
389,28-Sep-18,Chennai,315600,Stage 0
390,28-Sep-18,Bengaluru,325536,Stage 1
391,28-Sep-18,Bengaluru,320628,Stage 3
392,28-Sep-18,Pune,425016,Stage 1
393,28-Sep-18,Pune,191388,Stage 1
394,28-Sep-18,Bengaluru,376152,Stage 1
395,28-Sep-18,Mumbai,446628,Stage 4
396,28-Sep-18,Chennai,310380,Stage 0
397,28-Sep-18,Bengaluru,173976,Stage 1
398,28-Sep-18,Chennai,363696,Stage 0
399,28-Sep-18,Kalaburagi,502212,Stage 0
400,28-Sep-18,Bengaluru,155700,Stage 1
401,28-Sep-18,Nagpur,231360,Stage 0
402,28-Sep-18,Udham Singh Nagar,164136,Stage 0
403,28-Sep-18,Bengaluru,182460,Stage 0
404,28-Sep-18,Chennai,137844,Stage 0
405,28-Sep-18,Davangere,316248,Stage 0
406,28-Sep-18,Tumakuru,233124,Stage 0
407,28-Sep-18,South West Delhi,260436,Stage 1
408,28-Sep-18,Dharwad,120168,Stage 0
409,28-Sep-18,Bengaluru,408900,Stage 1
410,28-Sep-18,Faridkot,182352,Stage 0
411,28-Sep-18,Bengaluru,386592,Stage 1
412,28-Sep-18,Bengaluru,448428,Stage 0
413,28-Sep-18,Bengaluru,191100,Stage 1
414,28-Sep-18,Aurangabad,233532,Stage 1
415,28-Sep-18,Lucknow,303108,Stage 0
416,28-Sep-18,Kurukshetra,174084,Stage 1
417,28-Sep-18,Bengaluru,395880,Stage 1
418,28-Sep-18,Bengaluru,183240,Stage 0
419,28-Sep-18,Pune,300888,Stage 1
420,28-Sep-18,Kolkata,189708,Stage 0
421,28-Sep-18,Chennai,361536,Stage 0
422,28-Sep-18,Mumbai,184524,Stage 1
423,28-Sep-18,Bengaluru,229620,Stage 0
424,28-Sep-18,South Delhi,192564,Stage 0
425,28-Sep-18,Mumbai,249528,Stage 1
426,28-Sep-18,Bengaluru,178248,Stage 0
427,28-Sep-18,Bengaluru,554148,Stage 3
428,28-Sep-18,Bengaluru,225528,Stage 0
429,28-Sep-18,Mumbai,259140,Stage 1
430,28-Sep-18,Chennai,1009620,Stage 3
431,28-Sep-18,Pune,274152,Stage 0
432,28-Sep-18,Pune,274896,Stage 0
433,28-Sep-18,Mumbai,388512,Stage 0
434,28-Sep-18,Bengaluru,299292,Stage 1
435,28-Sep-18,Udaipur,114576,Stage 1
436,28-Sep-18,Navsari,317544,Stage 0
437,28-Sep-18,Pune,338052,Stage 1
438,28-Sep-18,Jabalpur,245772,Stage 1
439,28-Sep-18,Bengaluru,418944,Stage 0
440,28-Sep-18,Mumbai,198144,Stage 2
441,28-Sep-18,Rupnagar,197424,Stage 1
442,28-Sep-18,Mandya,224568,Stage 1
443,28-Sep-18,Bengaluru,373992,Stage 0
444,28-Sep-18,Mumbai,308052,Stage 4
445,28-Sep-18,Bengaluru,272040,Stage 1
446,28-Sep-18,Mumbai,285684,Stage 0
447,28-Sep-18,Bengaluru,320124,Stage 0
448,28-Sep-18,Mumbai,521532,Stage 2
449,28-Sep-18,Chennai,326748,Stage 0
450,28-Sep-18,Mumbai,711648,Stage 1
451,28-Sep-18,Bengaluru,150180,Stage 0
452,28-Sep-18,Chennai,225372,Stage 4
453,28-Sep-18,Bengaluru,170184,Stage 0
454,28-Sep-18,Pune,423264,Stage 2
455,28-Sep-18,Bengaluru,185088,Stage 0
456,28-Sep-18,Bengaluru,243936,Stage 0
457,28-Sep-18,Chennai,285312,Stage 0
458,28-Sep-18,Bengaluru,141756,Stage 1
459,28-Sep-18,Mumbai,235896,Stage 0
460,28-Sep-18,South West Delhi,1163328,Stage 0
461,28-Sep-18,Mumbai,371616,Stage 0
462,28-Sep-18,Koppal,448344,Stage 0
463,28-Sep-18,Chennai,207108,Stage 0
464,28-Sep-18,Bengaluru,173808,Stage 1
465,28-Sep-18,Bengaluru,225768,Stage 2
466,28-Sep-18,Bengaluru,224028,Stage 0
467,28-Sep-18,Bengaluru,248016,Stage 0
468,28-Sep-18,Thane,302964,Stage 0
469,28-Sep-18,Bengaluru,180624,Stage 2
470,28-Sep-18,Chennai,181188,Stage 1
471,28-Sep-18,Tumakuru,179448,Stage 1
472,28-Sep-18,Mumbai,216060,Stage 1
473,28-Sep-18,Jalna,10932,Stage 1
474,28-Sep-18,Chennai,226848,Stage 0
475,28-Sep-18,Mumbai,326520,Stage 1
476,28-Sep-18,Ahmedabad,512880,Stage 0
477,28-Sep-18,Chennai,155028,Stage 1
478,28-Sep-18,Chennai,378564,Stage 1
479,28-Sep-18,Kolkata,312024,Stage 0
480,28-Sep-18,Bengaluru,566220,Stage 2
481,28-Sep-18,South West Delhi,179460,Stage 1
482,28-Sep-18,Dakshina Kannada,221052,Stage 0
483,28-Sep-18,Pune,328344,Stage 1
484,28-Sep-18,Bastar,218496,Stage 1
485,28-Sep-18,Pune,415812,Stage 0
486,28-Sep-18,Bengaluru,563316,Stage 2
487,28-Sep-18,South Delhi,339996,Stage 0
488,28-Sep-18,Thane,513312,Stage 1
489,28-Sep-18,Pune,158316,Stage 0
490,28-Sep-18,Mumbai,436068,Stage 0
491,28-Sep-18,Bengaluru,187044,Stage 0
492,28-Sep-18,Bengaluru,205788,Stage 0
493,28-Sep-18,Ernakulam,393372,Stage 0
494,28-Sep-18,Chennai,906876,Stage 0
495,28-Sep-18,Bengaluru,199308,Stage 1
496,28-Sep-18,Bengaluru,338280,Stage 0
497,28-Sep-18,Bengaluru,111492,Stage 0
498,28-Sep-18,Bengaluru,216684,Stage 0
499,28-Sep-18,Chennai,190332,Stage 1
500,28-Sep-18,Chennai,959052,Stage 0
501,28-Sep-18,Hyderabad,257496,Stage 0
502,28-Sep-18,Chennai,229068,Stage 1
503,28-Sep-18,Bengaluru,324072,Stage 1
504,28-Sep-18,Bengaluru,151104,Stage 0
505,28-Sep-18,Ganjam,185160,Stage 0
506,28-Sep-18,Bengaluru,166152,Stage 0
507,28-Sep-18,Chennai,253392,Stage 0
508,28-Sep-18,Bengaluru,408660,Stage 0
509,28-Sep-18,Thane,471000,Stage 1
510,28-Sep-18,Pune,179412,Stage 1
511,28-Sep-18,Krishnagiri,1538760,Stage 1
512,28-Sep-18,Bengaluru,218724,Stage 0
513,28-Sep-18,Ballari,458892,Stage 0
514,28-Sep-18,Krishnagiri,1378380,Stage 0
515,28-Sep-18,Bengaluru,339636,Stage 0
516,28-Sep-18,Coimbatore,239808,Stage 0
517,28-Sep-18,Nanded,192096,Stage 1
518,28-Sep-18,Chennai,256908,Stage 1
519,28-Sep-18,Bengaluru,236760,Stage 1
520,28-Sep-18,Bengaluru,218016,Stage 1
521,28-Sep-18,Chennai,222912,Stage 0
522,28-Sep-18,Mumbai,208716,Stage 0
523,28-Sep-18,Chennai,477408,Stage 1
524,28-Sep-18,Chennai,275232,Stage 0
525,28-Sep-18,Mumbai,174420,Stage 1
526,28-Sep-18,Bengaluru,1876176,Stage 0
527,28-Sep-18,Bengaluru,275436,Stage 0
528,28-Sep-18,Guntur,262488,Stage 1
529,28-Sep-18,Bengaluru,283956,Stage 2
530,28-Sep-18,Bengaluru,335232,Stage 0
531,28-Sep-18,Mumbai,220020,Stage 4
532,28-Sep-18,Bengaluru,209628,Stage 1
533,28-Sep-18,Mumbai,398832,Stage 1
534,28-Sep-18,Bengaluru,267636,Stage 0
535,28-Sep-18,Mumbai,312180,Stage 0
536,28-Sep-18,Khorda,200640,Stage 0
537,28-Sep-18,Kanyakumari,421176,Stage 1
538,28-Sep-18,Ahmedabad,184356,Stage 1
539,28-Sep-18,Tiruvallur,229596,Stage 1
540,28-Sep-18,Aurangabad,180180,Stage 0
541,28-Sep-18,Mumbai,329280,Stage 0
542,28-Sep-18,Bengaluru,825732,Stage 0
543,28-Sep-18,Chennai,167232,Stage 0
544,28-Sep-18,Bhopal,277788,Stage 0
545,28-Sep-18,Pune,167292,Stage 1
546,28-Sep-18,Mumbai,165840,Stage 0
547,28-Sep-18,Mumbai,210084,Stage 4
548,28-Sep-18,Chennai,298404,Stage 0
549,28-Sep-18,Chennai,143736,Stage 1
550,28-Sep-18,Bengaluru,186720,Stage 0
551,28-Sep-18,Chennai,164604,Stage 0
552,28-Sep-18,Meerut,245172,Stage 1
553,28-Sep-18,Pune,246204,Stage 1
554,28-Sep-18,Chennai,459072,Stage 1
555,28-Sep-18,Hyderabad,178284,Stage 0
