Id,Application Date,City,Income,Stage
5392,02-Sep-18,Bengaluru,173928,Stage 0
5393,02-Sep-18,Bengaluru,196752,Stage 0
5394,02-Sep-18,Bengaluru,402468,Stage 4
5395,02-Sep-18,Tumakuru,251316,Stage 0
5396,02-Sep-18,Mumbai,177876,Stage 0
5397,02-Sep-18,Bengaluru,210132,Stage 0
5398,02-Sep-18,Bengaluru,197340,Stage 0
5399,02-Sep-18,Mumbai,170808,Stage 1
5400,02-Sep-18,Chennai,383880,Stage 0
5401,02-Sep-18,Cooch Behar,166272,Stage 0
5402,02-Sep-18,Mumbai,1310388,Stage 4
5403,02-Sep-18,Cooch Behar,169104,Stage 0
5404,02-Sep-18,Pune,261396,Stage 0
5405,02-Sep-18,Chennai,212160,Stage 1
5406,02-Sep-18,East Delhi,584892,Stage 0
5407,02-Sep-18,Bengaluru,1887288,Stage 1
5408,02-Sep-18,Coimbatore,239028,Stage 0
5409,01-Sep-18,Koraput,459804,Stage 1
5410,01-Sep-18,Mumbai,239532,Stage 2
5411,01-Sep-18,Bengaluru,167460,Stage 0
5412,01-Sep-18,Pune,227700,Stage 0
5413,01-Sep-18,Pune,135168,Stage 1
5414,01-Sep-18,Chennai,272784,Stage 3
5415,01-Sep-18,Mumbai,307284,Stage 1
5416,01-Sep-18,Mumbai,223752,Stage 4
5417,01-Sep-18,Bengaluru,232668,Stage 1
5418,01-Sep-18,Hyderabad,270192,Stage 1
5419,01-Sep-18,Bengaluru,181836,Stage 0
5420,01-Sep-18,Pune,326604,Stage 1
5421,01-Sep-18,Mumbai,150072,Stage 1
5422,01-Sep-18,Mumbai,170952,Stage 0
5423,01-Sep-18,Pune,194820,Stage 1
5424,01-Sep-18,Bengaluru,222876,Stage 0
5425,01-Sep-18,Gautam Buddha Nagar,177948,Stage 0
5426,01-Sep-18,Bengaluru,185472,Stage 1
5427,01-Sep-18,Madurai,176640,Stage 0
5428,01-Sep-18,Mumbai,601896,Stage 2
5429,01-Sep-18,Jodhpur,212832,Stage 1
5430,01-Sep-18,Bengaluru,188508,Stage 1
5431,01-Sep-18,Bengaluru,161364,Stage 0
5432,01-Sep-18,Bengaluru,176256,Stage 0
5433,01-Sep-18,Bengaluru,193548,Stage 0
5434,01-Sep-18,Bengaluru,312372,Stage 1
5435,01-Sep-18,Parbhani,167568,Stage 0
5436,01-Sep-18,Parbhani,162888,Stage 0
5437,01-Sep-18,Bengaluru,404352,Stage 0
5438,01-Sep-18,Chennai,247452,Stage 1
5439,01-Sep-18,Chennai,255168,Stage 0
5440,01-Sep-18,Mumbai,328608,Stage 0
5441,01-Sep-18,Bengaluru,360084,Stage 0
5442,01-Sep-18,Bengaluru,3056676,Stage 1
5443,01-Sep-18,Kodagu,135396,Stage 1
5444,01-Sep-18,Kodagu,182196,Stage 0
5445,01-Sep-18,East Delhi,473544,Stage 1
5446,01-Sep-18,Bengaluru,234984,Stage 2
5447,01-Sep-18,Pune,739932,Stage 1
5448,01-Sep-18,Jaipur,347652,Stage 0
5449,01-Sep-18,Bengaluru,357816,Stage 0
5450,01-Sep-18,Kanchipuram,145080,Stage 0
5451,01-Sep-18,Mumbai,186420,Stage 1
5452,01-Sep-18,Jalandhar,246228,Stage 0
5453,01-Sep-18,Jalandhar,257568,Stage 0
5454,01-Sep-18,Tiruchirappalli,166176,Stage 1
5455,01-Sep-18,Bengaluru,262548,Stage 0
5456,01-Sep-18,Bengaluru,220092,Stage 0
5457,01-Sep-18,Coimbatore,265932,Stage 1
5458,01-Sep-18,Khorda,183456,Stage 1
5459,01-Sep-18,Bengaluru,361764,Stage 4
5460,01-Sep-18,Chikkamagaluru,196020,Stage 0
5461,01-Sep-18,Krishna,294000,Stage 1
5462,01-Sep-18,Bengaluru,243924,Stage 2
5463,01-Sep-18,Pune,824112,Stage 0
5464,01-Sep-18,Hyderabad,179388,Stage 1
5465,01-Sep-18,Chennai,516780,Stage 3
5466,01-Sep-18,Solapur,176712,Stage 0
5467,01-Sep-18,Mumbai,189144,Stage 1
5468,01-Sep-18,Haveri,254508,Stage 0
5469,01-Sep-18,Bengaluru,195492,Stage 1
5470,01-Sep-18,Bengaluru,430692,Stage 5
5471,01-Sep-18,Chennai,296784,Stage 0
5472,01-Sep-18,Vadodara,1041912,Stage 0
5473,01-Sep-18,Chennai,131652,Stage 4
5474,01-Sep-18,Pune,1278324,Stage 0
5475,01-Sep-18,Bengaluru,246012,Stage 4
5476,01-Sep-18,Bengaluru,209736,Stage 0
5477,01-Sep-18,Bengaluru,205068,Stage 0
5478,01-Sep-18,Bengaluru,220032,Stage 0
5479,01-Sep-18,Bengaluru,371280,Stage 0
5480,01-Sep-18,Bengaluru,320076,Stage 2
5481,01-Sep-18,Bengaluru,210000,Stage 4
5482,01-Sep-18,Bengaluru,225204,Stage 0
5483,01-Sep-18,Bengaluru,407400,Stage 0
5484,01-Sep-18,Bengaluru,144276,Stage 0
5485,01-Sep-18,Ahmedabad,205740,Stage 0
5486,01-Sep-18,Pune,193188,Stage 0
5487,01-Sep-18,Chennai,178236,Stage 1
5488,01-Sep-18,Bengaluru,254916,Stage 0
5489,01-Sep-18,Mumbai,2111832,Stage 1
5490,01-Sep-18,Pune,936672,Stage 1
5491,01-Sep-18,Dhule,212904,Stage 1
5492,01-Sep-18,Gurgaon,400176,Stage 1
5493,01-Sep-18,Bengaluru,363972,Stage 0
5494,01-Sep-18,Valsad,1273668,Stage 0
5495,01-Sep-18,Ganganagar,172164,Stage 1
5496,01-Sep-18,Ganganagar,195120,Stage 0
5497,01-Sep-18,Kanchipuram,389976,Stage 0
5498,01-Sep-18,Kanchipuram,410940,Stage 0
5499,01-Sep-18,Pune,218760,Stage 0
5500,01-Sep-18,Bargarh,222540,Stage 1
5501,01-Sep-18,Jaipur,315588,Stage 0
5502,01-Sep-18,Bengaluru,352608,Stage 1
5503,01-Sep-18,Osmanabad,235428,Stage 0
5504,01-Sep-18,Bengaluru,229584,Stage 1
5505,01-Sep-18,Bengaluru,259092,Stage 0
5506,01-Sep-18,Mumbai,643188,Stage 1
5507,01-Sep-18,Bengaluru,377676,Stage 1
5508,01-Sep-18,Mumbai,602868,Stage 0
5509,01-Sep-18,Bengaluru,1111080,Stage 2
5510,01-Sep-18,Gurgaon,172968,Stage 0
5511,01-Sep-18,Thane,324468,Stage 1
5512,01-Sep-18,Salem,276396,Stage 1
5513,01-Sep-18,Warangal,110352,Stage 1
5514,01-Sep-18,Jagatsinghapur,196128,Stage 0
5515,01-Sep-18,Chennai,607236,Stage 1
5516,01-Sep-18,Mumbai,263808,Stage 0
5517,01-Sep-18,Bengaluru,204360,Stage 0
5518,01-Sep-18,Chennai,655452,Stage 0
5519,01-Sep-18,Bengaluru,393240,Stage 3
5520,01-Sep-18,Bengaluru,288072,Stage 1
5521,01-Sep-18,Mumbai,220656,Stage 2
5522,01-Sep-18,Bengaluru,191928,Stage 0
5523,01-Sep-18,Chennai,298932,Stage 0
5524,01-Sep-18,Tirunelveli,276528,Stage 0
5525,01-Sep-18,Bengaluru,214284,Stage 3
5526,01-Sep-18,Thiruvananthapuram,303324,Stage 0
5527,01-Sep-18,Mumbai,178008,Stage 1
5528,01-Sep-18,Bengaluru,191172,Stage 0
5529,01-Sep-18,Tiruchirappalli,164148,Stage 0
5530,01-Sep-18,Chennai,501204,Stage 1
5531,01-Sep-18,Tiruchirappalli,186504,Stage 0
5532,01-Sep-18,Bengaluru,325536,Stage 3
5533,01-Sep-18,Bharuch,355164,Stage 1
5534,01-Sep-18,Bengaluru,166740,Stage 1
5535,01-Sep-18,Bengaluru,173232,Stage 1
5536,01-Sep-18,Bengaluru,177168,Stage 3
5537,01-Sep-18,Raipur,292116,Stage 1
5538,01-Sep-18,Hyderabad,222204,Stage 0
5539,01-Sep-18,Ahmedabad,286632,Stage 1
5540,01-Sep-18,Bengaluru,296760,Stage 1
5541,01-Sep-18,Bengaluru,196824,Stage 0
5542,01-Sep-18,Chennai,395748,Stage 0
5543,01-Sep-18,Kanchipuram,242388,Stage 0
5544,01-Sep-18,Mumbai,235980,Stage 0
5545,01-Sep-18,Chennai,348108,Stage 4
5546,01-Sep-18,Bengaluru,427284,Stage 1
5547,01-Sep-18,Jamnagar,89652,Stage 0
5548,01-Sep-18,Kanchipuram,308352,Stage 0
5549,01-Sep-18,Bengaluru,360804,Stage 0
5550,01-Sep-18,Bengaluru,215004,Stage 0
5551,01-Sep-18,Bengaluru,264996,Stage 1
5552,01-Sep-18,Chennai,175704,Stage 0
5553,01-Sep-18,Bengaluru,194244,Stage 1
5554,01-Sep-18,Bengaluru,305772,Stage 0
5555,01-Sep-18,Bengaluru,363372,Stage 4
5556,01-Sep-18,Durg,246912,Stage 1
5557,01-Sep-18,Karim Nagar,109248,Stage 0
5558,01-Sep-18,K.V.Rangareddy,278016,Stage 1
5559,01-Sep-18,Ahmedabad,344748,Stage 0
5560,01-Sep-18,Kendujhar,164316,Stage 0
5561,01-Sep-18,Chennai,195756,Stage 4
5562,01-Sep-18,Chennai,242988,Stage 0
5563,01-Sep-18,Pune,298632,Stage 1
5564,01-Sep-18,Latur,17652,Stage 1
5565,31-Aug-18,South Delhi,131052,Stage 1
5566,31-Aug-18,Bengaluru,277692,Stage 0
5567,31-Aug-18,Lucknow,226140,Stage 1
5568,31-Aug-18,Bengaluru,364452,Stage 2
5569,31-Aug-18,Bengaluru,534180,Stage 0
5570,31-Aug-18,Mumbai,842856,Stage 1
5571,31-Aug-18,Kachchh,220464,Stage 0
5572,31-Aug-18,Thane,180456,Stage 1
5573,31-Aug-18,Surat,410892,Stage 0
5574,31-Aug-18,Krishnagiri,243708,Stage 0
5575,31-Aug-18,Chennai,178404,Stage 1
5576,31-Aug-18,Haridwar,442752,Stage 0
5577,31-Aug-18,Bengaluru,178356,Stage 0
5578,31-Aug-18,Mumbai,347028,Stage 1
5579,31-Aug-18,Bengaluru,446148,Stage 0
5580,31-Aug-18,Bengaluru,457944,Stage 0
5581,31-Aug-18,Thane,233880,Stage 1
5582,31-Aug-18,Bengaluru,326808,Stage 0
5583,31-Aug-18,Mahesana,246600,Stage 0
5584,31-Aug-18,Bengaluru,470628,Stage 0
5585,31-Aug-18,Thane,244428,Stage 1
5586,31-Aug-18,Varanasi,217320,Stage 1
5587,31-Aug-18,Thane,253968,Stage 0
5588,31-Aug-18,Coimbatore,283992,Stage 1
5589,31-Aug-18,Pune,1778712,Stage 4
5590,31-Aug-18,Bengaluru,212052,Stage 4
5591,31-Aug-18,Mumbai,222912,Stage 0
5592,31-Aug-18,Ahmedabad,388056,Stage 0
5593,31-Aug-18,Bengaluru,190488,Stage 1
5594,31-Aug-18,Coimbatore,267120,Stage 1
5595,31-Aug-18,Bengaluru,389640,Stage 1
5596,31-Aug-18,Bengaluru,241284,Stage 0
5597,31-Aug-18,Nagpur,177288,Stage 1
5598,31-Aug-18,Hassan,232644,Stage 0
5599,31-Aug-18,Bengaluru,950868,Stage 4
5600,31-Aug-18,Junagadh,246984,Stage 1
5601,31-Aug-18,Bengaluru,207252,Stage 1
5602,31-Aug-18,Bengaluru,1116480,Stage 0
5603,31-Aug-18,Bengaluru,635940,Stage 0
5604,31-Aug-18,Chittoor,247632,Stage 1
5605,31-Aug-18,Bengaluru,181692,Stage 1
5606,31-Aug-18,Jhajjar,344028,Stage 1
5607,31-Aug-18,Hyderabad,296424,Stage 1
5608,31-Aug-18,Chennai,212352,Stage 3
5609,31-Aug-18,Agra,108864,Stage 1
5610,31-Aug-18,Ananthapur,298908,Stage 1
5611,31-Aug-18,Hisar,205332,Stage 1
5612,31-Aug-18,Kolar,182652,Stage 1
5613,31-Aug-18,Pune,363960,Stage 0
5614,31-Aug-18,Mumbai,278676,Stage 4
5615,31-Aug-18,Bengaluru,410400,Stage 0
5616,31-Aug-18,Pune,187680,Stage 0
5617,31-Aug-18,Guntur,378300,Stage 0
5618,31-Aug-18,Chennai,307740,Stage 1
5619,31-Aug-18,North West Delhi,150036,Stage 0
5620,31-Aug-18,Bengaluru,226152,Stage 1
5621,31-Aug-18,Bengaluru,168300,Stage 3
5622,31-Aug-18,Bengaluru,450420,Stage 4
5623,31-Aug-18,Pune,321156,Stage 0
5624,31-Aug-18,South Delhi,322176,Stage 1
5625,31-Aug-18,Bengaluru,351108,Stage 4
5626,31-Aug-18,Agra,291312,Stage 0
5627,31-Aug-18,South West Delhi,279396,Stage 1
5628,31-Aug-18,Ahmed Nagar,197544,Stage 0
5629,31-Aug-18,Mumbai,662220,Stage 3
5630,31-Aug-18,Pune,235092,Stage 0
5631,31-Aug-18,Aurangabad,336300,Stage 0
5632,31-Aug-18,Bengaluru,286872,Stage 0
5633,31-Aug-18,Tumakuru,162696,Stage 0
5634,31-Aug-18,Aurangabad,194376,Stage 1
5635,31-Aug-18,Thane,166932,Stage 0
5636,31-Aug-18,Chennai,349524,Stage 1
5637,31-Aug-18,Bengaluru,192300,Stage 0
5638,31-Aug-18,Mumbai,241284,Stage 3
5639,31-Aug-18,Bengaluru,188652,Stage 1
5640,31-Aug-18,Nagpur,231804,Stage 0
5641,31-Aug-18,Bengaluru,216096,Stage 0
5642,31-Aug-18,Bangalore Rural,350112,Stage 0
5643,31-Aug-18,Thane,198636,Stage 0
5644,31-Aug-18,Ranchi,245856,Stage 0
5645,31-Aug-18,Nellore,232632,Stage 0
5646,31-Aug-18,Thane,171108,Stage 0
5647,31-Aug-18,Jalgaon,299160,Stage 0
5648,31-Aug-18,Bengaluru,325908,Stage 0
5649,31-Aug-18,Chennai,210228,Stage 0
5650,31-Aug-18,Surat,315012,Stage 0
5651,31-Aug-18,Haridwar,501072,Stage 1
5652,31-Aug-18,Chennai,227460,Stage 0
5653,31-Aug-18,West Godavari,226272,Stage 0
5654,31-Aug-18,West Godavari,253200,Stage 0
5655,31-Aug-18,Bengaluru,202056,Stage 0
5656,31-Aug-18,Muzaffarpur,215736,Stage 0
5657,31-Aug-18,Indore,184356,Stage 1
5658,31-Aug-18,Karim Nagar,442968,Stage 1
5659,31-Aug-18,Kolhapur,178248,Stage 1
5660,31-Aug-18,Thane,222540,Stage 0
5661,31-Aug-18,Coimbatore,186624,Stage 1
5662,31-Aug-18,Bengaluru,203232,Stage 1
5663,31-Aug-18,Bengaluru,307560,Stage 2
5664,31-Aug-18,Bengaluru,348924,Stage 0
5665,31-Aug-18,Bengaluru,417312,Stage 1
5666,31-Aug-18,South 24 Parganas,325080,Stage 1
5667,31-Aug-18,Bengaluru,1243752,Stage 0
5668,31-Aug-18,Bengaluru,725724,Stage 0
5669,31-Aug-18,Chennai,199224,Stage 0
5670,31-Aug-18,Bengaluru,186372,Stage 0
5671,31-Aug-18,Bengaluru,188832,Stage 0
5672,31-Aug-18,Hooghly,185820,Stage 1
5673,31-Aug-18,Bengaluru,365868,Stage 0
5674,31-Aug-18,East Delhi,178740,Stage 1
5675,31-Aug-18,Aurangabad,119544,Stage 0
5676,31-Aug-18,Bengaluru,337776,Stage 0
5677,31-Aug-18,Bengaluru,4313724,Stage 1
5678,31-Aug-18,Mumbai,122808,Stage 0
5679,31-Aug-18,Bengaluru,410100,Stage 1
5680,31-Aug-18,Mumbai,125592,Stage 1
5681,31-Aug-18,Mumbai,310020,Stage 4
5682,31-Aug-18,Hyderabad,173892,Stage 0
5683,31-Aug-18,Mumbai,220896,Stage 1
5684,31-Aug-18,Bengaluru,241620,Stage 3
5685,31-Aug-18,Chennai,168072,Stage 4
5686,31-Aug-18,Bengaluru,371364,Stage 2
5687,31-Aug-18,Bengaluru,376284,Stage 0
5688,31-Aug-18,Hyderabad,199332,Stage 0
5689,31-Aug-18,Bengaluru,290460,Stage 0
5690,31-Aug-18,Chennai,209580,Stage 2
5691,31-Aug-18,Surat,578664,Stage 0
5692,31-Aug-18,Bengaluru,243996,Stage 0
5693,31-Aug-18,Surat,529308,Stage 1
5694,31-Aug-18,Bengaluru,176856,Stage 1
5695,31-Aug-18,Bengaluru,266304,Stage 3
5696,31-Aug-18,Bengaluru,181260,Stage 1
5697,31-Aug-18,Chennai,221196,Stage 0
5698,31-Aug-18,Mumbai,223272,Stage 0
5699,31-Aug-18,Bengaluru,208392,Stage 0
5700,31-Aug-18,Bengaluru,249696,Stage 0
5701,31-Aug-18,Vadodara,168840,Stage 0
5702,31-Aug-18,Pune,187824,Stage 0
5703,31-Aug-18,Bengaluru,186360,Stage 2
5704,31-Aug-18,Bengaluru,390504,Stage 0
5705,31-Aug-18,Bengaluru,541368,Stage 2
5706,31-Aug-18,Panipat,269640,Stage 0
5707,31-Aug-18,Mysuru,126420,Stage 0
5708,31-Aug-18,Bengaluru,264276,Stage 1
5709,31-Aug-18,Bengaluru,164880,Stage 0
5710,31-Aug-18,Chennai,401592,Stage 4
5711,31-Aug-18,South West Delhi,197424,Stage 0
5712,31-Aug-18,Bengaluru,708744,Stage 1
5713,31-Aug-18,Bengaluru,188340,Stage 4
5714,31-Aug-18,Bengaluru,233604,Stage 4
5715,31-Aug-18,New Delhi,279156,Stage 1
5716,31-Aug-18,Bengaluru,327228,Stage 0
5717,31-Aug-18,Bengaluru,187848,Stage 2
5718,31-Aug-18,Gurgaon,367728,Stage 1
5719,31-Aug-18,Bengaluru,363564,Stage 0
5720,31-Aug-18,Bhagalpur,233172,Stage 1
5721,31-Aug-18,Pune,191628,Stage 0
5722,31-Aug-18,Kolar,248760,Stage 0
5723,31-Aug-18,Pune,175812,Stage 0
5724,31-Aug-18,Chennai,208704,Stage 0
5725,31-Aug-18,Bengaluru,211152,Stage 0
5726,31-Aug-18,Kheri,244392,Stage 0
5727,31-Aug-18,Pune,374856,Stage 1
5728,31-Aug-18,Bengaluru,198024,Stage 0
5729,31-Aug-18,Hyderabad,1117656,Stage 1
5730,31-Aug-18,Bengaluru,262152,Stage 1
5731,31-Aug-18,Karur,918912,Stage 0
5732,31-Aug-18,Bengaluru,180108,Stage 0
5733,31-Aug-18,Bengaluru,168372,Stage 0
5734,31-Aug-18,Bengaluru,243768,Stage 1
5735,31-Aug-18,Mumbai,807060,Stage 0
5736,31-Aug-18,Bengaluru,219408,Stage 0
5737,31-Aug-18,Kurukshetra,182508,Stage 1
5738,30-Aug-18,Indore,426744,Stage 0
5739,30-Aug-18,Bengaluru,170820,Stage 1
5740,30-Aug-18,Mumbai,131244,Stage 0
5741,30-Aug-18,Pune,263016,Stage 0
5742,30-Aug-18,Baleswar,245280,Stage 0
5743,30-Aug-18,Bengaluru,328644,Stage 1
5744,30-Aug-18,Bengaluru,510540,Stage 0
5745,30-Aug-18,Jaipur,173244,Stage 1
5746,30-Aug-18,Bengaluru,606132,Stage 1
5747,30-Aug-18,Bangalore Rural,345432,Stage 0
5748,30-Aug-18,Ahmedabad,170880,Stage 0
5749,30-Aug-18,Pune,360888,Stage 1
5750,30-Aug-18,Bengaluru,271548,Stage 4
5751,30-Aug-18,Thane,381132,Stage 0
5752,30-Aug-18,Bhandara,194124,Stage 1
5753,30-Aug-18,Chennai,173100,Stage 0
5754,30-Aug-18,Mumbai,270564,Stage 4
5755,30-Aug-18,Bengaluru,403440,Stage 0
5756,30-Aug-18,Indore,188040,Stage 0
5757,30-Aug-18,Hyderabad,1173696,Stage 1
5758,30-Aug-18,Bengaluru,374808,Stage 0
5759,30-Aug-18,Bhopal,449028,Stage 0
5760,30-Aug-18,Raichur,315096,Stage 0
5761,30-Aug-18,Mumbai,309420,Stage 0
5762,30-Aug-18,Surat,204612,Stage 0
5763,30-Aug-18,Dewas,453276,Stage 0
5764,30-Aug-18,Pune,343896,Stage 1
5765,30-Aug-18,Bengaluru,397572,Stage 0
5766,30-Aug-18,Bengaluru,233424,Stage 0
5767,30-Aug-18,Bengaluru,31584,Stage 0
5768,30-Aug-18,Mohali,173748,Stage 0
5769,30-Aug-18,Surat,190908,Stage 1
5770,30-Aug-18,Hyderabad,336924,Stage 1
5771,30-Aug-18,Bengaluru,385092,Stage 0
5772,30-Aug-18,Bengaluru,247044,Stage 4
5773,30-Aug-18,Vellore,287256,Stage 0
5774,30-Aug-18,Bengaluru,415188,Stage 5
5775,30-Aug-18,Bengaluru,334956,Stage 0
5776,30-Aug-18,Faridabad,221160,Stage 1
5777,30-Aug-18,Bengaluru,123984,Stage 0
5778,30-Aug-18,Bengaluru,133440,Stage 0
5779,30-Aug-18,Mumbai,333996,Stage 1
5780,30-Aug-18,Bengaluru,413028,Stage 1
5781,30-Aug-18,Bengaluru,491808,Stage 0
5782,30-Aug-18,Bangalore Rural,555132,Stage 1
5783,30-Aug-18,Wardha,111804,Stage 0
5784,30-Aug-18,Bengaluru,188088,Stage 0
5785,30-Aug-18,Bengaluru,377352,Stage 1
5786,30-Aug-18,Mumbai,284760,Stage 0
5787,30-Aug-18,Bengaluru,168336,Stage 4
5788,30-Aug-18,West Delhi,189684,Stage 0
5789,30-Aug-18,Pune,197160,Stage 0
5790,30-Aug-18,Tirunelveli,274296,Stage 0
5791,30-Aug-18,Bengaluru,403572,Stage 5
5792,30-Aug-18,Bengaluru,297516,Stage 0
5793,30-Aug-18,Tumakuru,315468,Stage 0
5794,30-Aug-18,Dakshina Kannada,239760,Stage 0
5795,30-Aug-18,Ahmedabad,401964,Stage 1
5796,30-Aug-18,Bengaluru,518460,Stage 1
5797,30-Aug-18,Bengaluru,288636,Stage 0
5798,30-Aug-18,Bengaluru,366792,Stage 3
5799,30-Aug-18,Bengaluru,191940,Stage 1
5800,30-Aug-18,Bengaluru,400104,Stage 2
5801,30-Aug-18,Bengaluru,201240,Stage 2
5802,30-Aug-18,Bengaluru,174216,Stage 1
5803,30-Aug-18,North Goa,190944,Stage 0
5804,30-Aug-18,Baleswar,188280,Stage 0
5805,30-Aug-18,Mumbai,151764,Stage 0
5806,30-Aug-18,Pune,197868,Stage 0
5807,30-Aug-18,Thane,433236,Stage 0
5808,30-Aug-18,Bengaluru,327048,Stage 0
5809,30-Aug-18,Mumbai,160644,Stage 1
5810,30-Aug-18,Gurgaon,221232,Stage 1
5811,30-Aug-18,Bengaluru,285096,Stage 3
5812,30-Aug-18,Bengaluru,217500,Stage 0
5813,30-Aug-18,Cuttack,413784,Stage 1
5814,30-Aug-18,Bengaluru,690180,Stage 1
5815,30-Aug-18,Gondia,325920,Stage 1
5816,30-Aug-18,East Delhi,274632,Stage 0
5817,30-Aug-18,Thane,190596,Stage 0
5818,30-Aug-18,Bengaluru,298248,Stage 0
5819,30-Aug-18,Bengaluru,230256,Stage 2
5820,30-Aug-18,Chennai,249576,Stage 1
5821,30-Aug-18,Bengaluru,606756,Stage 5
5822,30-Aug-18,Bengaluru,291372,Stage 4
5823,30-Aug-18,Mumbai,478560,Stage 3
5824,30-Aug-18,Jodhpur,178692,Stage 0
5825,30-Aug-18,North 24 Parganas,383724,Stage 0
5826,30-Aug-18,Thane,437640,Stage 1
5827,30-Aug-18,Bengaluru,151968,Stage 1
5828,30-Aug-18,West Tripura,131772,Stage 1
5829,30-Aug-18,Chennai,236424,Stage 0
5830,30-Aug-18,Indore,78660,Stage 0
5831,30-Aug-18,Ahmedabad,179004,Stage 0
5832,30-Aug-18,Ludhiana,705636,Stage 0
5833,30-Aug-18,Chennai,174156,Stage 0
5834,30-Aug-18,Bengaluru,1181616,Stage 1
5835,30-Aug-18,Ludhiana,633180,Stage 1
5836,30-Aug-18,Chennai,151548,Stage 1
5837,30-Aug-18,Bengaluru,30732,Stage 1
5838,30-Aug-18,Kanchipuram,14400,Stage 0
5839,30-Aug-18,Bengaluru,230520,Stage 0
5840,30-Aug-18,Bengaluru,181332,Stage 1
5841,30-Aug-18,East Delhi,221064,Stage 1
5842,30-Aug-18,Bengaluru,140856,Stage 0
5843,30-Aug-18,Bengaluru,282708,Stage 0
5844,30-Aug-18,Hyderabad,213192,Stage 1
5845,30-Aug-18,Bengaluru,378924,Stage 1
5846,30-Aug-18,Bengaluru,869580,Stage 0
5847,30-Aug-18,Bengaluru,162552,Stage 2
5848,30-Aug-18,Raigarh(MH),174480,Stage 0
5849,30-Aug-18,Mumbai,304488,Stage 5
5850,30-Aug-18,Thane,171348,Stage 3
5851,30-Aug-18,Mumbai,231708,Stage 0
5852,30-Aug-18,Bengaluru,213636,Stage 1
5853,30-Aug-18,Chennai,388512,Stage 0
5854,30-Aug-18,Mumbai,373176,Stage 4
5855,30-Aug-18,Mumbai,937788,Stage 2
5856,30-Aug-18,Pune,595236,Stage 0
5857,30-Aug-18,Dehradun,235608,Stage 1
5858,30-Aug-18,Patna,175512,Stage 1
5859,30-Aug-18,Pune,243396,Stage 1
5860,30-Aug-18,Chennai,562800,Stage 0
5861,30-Aug-18,Mumbai,185244,Stage 0
5862,30-Aug-18,Bengaluru,179172,Stage 0
5863,30-Aug-18,Chennai,323712,Stage 3
5864,30-Aug-18,Bengaluru,360948,Stage 4
5865,30-Aug-18,Surat,348096,Stage 1
5866,30-Aug-18,Chennai,212532,Stage 0
5867,30-Aug-18,Pune,212772,Stage 1
5868,30-Aug-18,Thane,180168,Stage 0
5869,30-Aug-18,Kanchipuram,194232,Stage 1
5870,30-Aug-18,Mumbai,493056,Stage 4
5871,30-Aug-18,Mumbai,634776,Stage 1
5872,30-Aug-18,Chennai,949860,Stage 0
5873,30-Aug-18,Chennai,259620,Stage 0
5874,30-Aug-18,Chennai,173940,Stage 1
5875,30-Aug-18,Bengaluru,371376,Stage 0
5876,30-Aug-18,Bengaluru,801816,Stage 0
5877,30-Aug-18,Chennai,350208,Stage 0
5878,30-Aug-18,Chennai,197172,Stage 0
5879,30-Aug-18,Surat,262104,Stage 1
5880,30-Aug-18,Bengaluru,195708,Stage 0
5881,30-Aug-18,Bengaluru,173616,Stage 4
5882,30-Aug-18,Mumbai,848892,Stage 1
5883,30-Aug-18,South Delhi,238836,Stage 1
5884,30-Aug-18,Baroda,2219376,Stage 1
5885,30-Aug-18,Chittoor,263868,Stage 1
5886,30-Aug-18,Bengaluru,299424,Stage 0
5887,30-Aug-18,Bengaluru,313572,Stage 1
5888,30-Aug-18,Bengaluru,166884,Stage 0
5889,30-Aug-18,Amravati,189780,Stage 0
5890,30-Aug-18,Bengaluru,263520,Stage 2
5891,30-Aug-18,Pune,255504,Stage 0
5892,30-Aug-18,Bengaluru,361596,Stage 0
5893,30-Aug-18,Ahmedabad,597084,Stage 0
5894,30-Aug-18,Krishna,328716,Stage 1
5895,30-Aug-18,Bengaluru,167532,Stage 1
5896,30-Aug-18,Sonitpur,261204,Stage 0
5897,30-Aug-18,Ahmedabad,2360112,Stage 0
5898,30-Aug-18,Nagpur,282312,Stage 1
5899,30-Aug-18,Warangal,441636,Stage 1
5900,30-Aug-18,Bengaluru,311304,Stage 0
5901,30-Aug-18,Mumbai,220848,Stage 2
5902,30-Aug-18,Aurangabad,181728,Stage 0
5903,30-Aug-18,Bengaluru,3288636,Stage 0
5904,30-Aug-18,Guntur,259200,Stage 0
5905,30-Aug-18,Bengaluru,177072,Stage 0
5906,30-Aug-18,Ahmedabad,173712,Stage 1
5907,30-Aug-18,Lucknow,172488,Stage 0
5908,30-Aug-18,Bengaluru,176124,Stage 1
5909,30-Aug-18,Hyderabad,275988,Stage 0
5910,30-Aug-18,Bengaluru,203640,Stage 0
5911,30-Aug-18,Bengaluru,19788,Stage 1
5912,30-Aug-18,Bengaluru,392436,Stage 1
5913,30-Aug-18,Bengaluru,212844,Stage 1
5914,30-Aug-18,Mumbai,202032,Stage 0
5915,30-Aug-18,Pune,353676,Stage 0
5916,30-Aug-18,Faridabad,448428,Stage 0
5917,30-Aug-18,Jammu,162888,Stage 0
5918,30-Aug-18,Thane,304104,Stage 1
5919,30-Aug-18,Mumbai,328104,Stage 0
5920,30-Aug-18,Kolar,187716,Stage 1
5921,29-Aug-18,Pune,194508,Stage 1
5922,29-Aug-18,Bengaluru,356280,Stage 4
